"model"	"sno"	"Year"	"Title"	"clean Title + Ontology Terms"	"uniq_project_title"	"ProjectID3"	"uniqProjectID"	"multischool_project"	"ProjectApproach"	"OnotologyTerms"	"Field"	"AppliedTo"	"AppliedValue"	"ProjectField"	"Cancer"	"AI_ML"	"InfectiousDiseases_Covid"	"Water"	"energy"	"medical"	"pollution"	"Category"	"SchoolName"	"school_id"	"school_region"	"zip"	"gender"	"grade"	"award"	"awardvalue"	"Ethnicity"	"Race"	"PerfBySchoolByYr"	"RacePercBySchoolAllYears"	"TotalStudentParticipatedAllYears"	"StudentsByYearBySchool"	"AllGender"	"AllGrade"	"AllEthnicity"	"GenderComp"	"AvgGrade"	"EthnicityComp"	"team_size"	"award_value"	"Total_awardValue"	"TotalProjectFromSchoolAllYears"	"NumberOfYearsParticipated"	"2019Score"	"2019SchoolRank"	"2018Rank"	"isCharter"	"isTitle1"	"NumStudents"	"NumTeachers"	"SpendingPerPupil"	"White%"	"Black%"	"Hispanic%"	"Asian%"	"American_Indian%"	"Pacific_Islander%"	"Two_or_more_races%"	"WhitePercInMSEF"	"BlackPercInMSEF"	"HispanicPercInMSEF"	"AsianPercInMSEF"	"SchoolDiversity"	"MSEFDiversity"	"DeviationEthnicityRep"	"clustord"	"x"	"y"	"cluster"
"x1163"	1163	2017	"The Effect of Global Climate Change on Spider Silk Proteins"	"the effect of global climate change on spider silk proteins organism,arachnid,protein, chemical,protein, material, organic, chemical environment ecology environment"	1	1793	1	NA	"a"	"organism,arachnid,protein, chemical,protein, material, organic, chemical"	"environment"	"ecology"	4	"environment"	0	0	0	NA	NA	NA	NA	"Environmental_Sciences"	"Hopkinton High School"	67	"Worcester Region II Science and Engineering Fair"	"x01748"	"F"	"10th"	"Third"	0.333333333333333	"Caucasian"	"White"	1	0.290697674418605	86	8	"F_F"	"10_10"	"Caucasian_Caucasian"	"AllF"	10	"AllWhite"	2	3	23.6333333333334	86	8	88	22	5	"N"	"N"	1182	83	14989	0.825	0.008	0.029	0.117	0.003	0	0.019	0.290697674418605	0	0	0.348837209302326	-0.279585802604743	-0.315526476279133	0.340132466738778	112	51.5246295072949	-72.573911465558	"1"
"x1165"	1165	2017	"The Effect of Glyphosate on the Navigation of Apis mellifera"	"the effect of glyphosate on the navigation of apis mellifera chemical,direction,organism, insect, agriculture, honeybee,organism,insect, agriculture biochem agriculture biology"	1	1795	1	NA	"a"	"chemical,direction,organism, insect, agriculture, honeybee,organism,insect, agriculture"	"biochem"	"agriculture"	3	"biology"	0	0	0	NA	NA	NA	NA	"Biology"	"Wachusett Regional High School"	157	"Worcester Region II Science and Engineering Fair"	"x01520"	"F"	"10th"	"Third"	0.333333333333333	"Caucasian"	"White"	4.79166666666667	0.688311688311688	77	12	"F"	"10"	"Caucasian"	"AllF"	10	"AllWhite"	1	3	28.85	77	8	82.1	54	52	"N"	"N"	2103	143	13024	0.884	0.018	0.048	0.031	0.001	0	0.018	0.688311688311688	0.012987012987013	0.012987012987013	0.0779220779220779	-0.223214595641834	-0.247018255121788	0.0417466360263114	1318	0.533550327168719	-34.4341242982591	"3"
"x1166"	1166	2017	"The Effect of Malathion on Neurodegeneration in Drosophila melangaster"	"the effect of malathion on neuro degeneration in drosophila melangaster chemical,toxin,degrade,organism,insect, fruitfly, drosophila,organism,insect, fruitfly, drosophila biochem neuroscience biology"	1	1817	1	NA	"a"	"chemical,toxin,degrade,organism,insect, fruitfly, drosophila,organism,insect, fruitfly, drosophila"	"biochem"	"neuroscience"	3	"biology"	0	0	0	NA	NA	NA	NA	"Biology"	"Massachusetts Academy of Math & Science"	87	"Worcester Region II Science and Engineering Fair"	"x01605"	"F"	"11th"	"Third"	0.333333333333333	"Asian"	"Asian"	3.375	0.414634146341463	123	12	"F"	"11"	"Asian"	"AllF"	11	"AllAsian"	1	3	57.5833333333333	123	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.268292682926829	0	0.00813008130081301	0.414634146341463	NA	-0.328820288417754	NA	1713	-18.0091056872758	-98.7655107794628	"9"
"x1167"	1167	2017	"The Effect of Wi-Fi on Plant Health"	"the effect of wifi on plant health electronics,organism, ecology agriculture biology"	1	1875	1	NA	"a"	"electronics,organism,"	"ecology"	"agriculture"	1	"biology"	0	0	0	NA	NA	NA	NA	"Biology"	"Westfield High School"	166	"Western Massachusetts Region I Science Fair"	"x01085"	"F"	"11th"	"Third"	0.333333333333333	"Caucasian"	"White"	0.708333333333333	0.816901408450704	142	23	"F"	"11"	"Caucasian"	"AllF"	11	"AllWhite"	1	3	16.3583333333334	142	8	43.6	228	241	"N"	"Y"	1228	100	14822	0.779	0.024	0.135	0.037	0.002	0	0.02	0.816901408450704	0.00704225352112676	0.0211267605633803	0.0422535211267606	-0.333126068230082	-0.180358685742829	0.0147187960722079	1352	18.0544914037361	-15.9867401419814	"3"
"x1168"	1168	2017	"The Effects of Clothing on Observer Projection of Perceived Threat"	"the effects of clothing on observer projection of perceived threat vision behaviour psychology BehavioralAndSocial"	1	1892	1	NA	"a"	"vision"	"behaviour"	"psychology"	5	"BehavioralAndSocial"	0	0	0	NA	NA	NA	NA	"Behavioral_Science"	"Bancroft School"	11	"Worcester Region II Science and Engineering Fair"	"x01605"	"F"	"12th"	"Third"	0.333333333333333	"Biracial"	"Other"	3.33333333333333	0.0588235294117647	51	7	"F"	"12"	"Biracial"	"AllF"	12	"AllBiracial"	1	3	23.0416666666667	51	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.529411764705882	0.0196078431372549	0.0588235294117647	0.176470588235294	NA	-0.385028216911998	NA	1985	8.25634743002877	30.4090038673552	"7"
"x1169"	1169	2017	"The Effects of Turmeric and Bovine Collagen on the Regeneration of Dug"	"the effects of turmeric and bovine collagen on the regeneration of dugesia chemical,drug,chemical,protein,organism,mammal,cow, organism, slug, planaria biochem cellbio biology"	1	1947	1	NA	"a"	"chemical,drug,chemical,protein,organism,mammal,cow, organism, slug, planaria"	"biochem"	"cellbio"	2	"biology"	0	0	0	NA	NA	NA	NA	"Biology"	"Pioneer Charter School of Science II"	114	"Northeastern Massachusetts Region IV Science Fair"	"x01906"	"F"	"11th"	"Third"	0.333333333333333	"SouthAsian"	"Asian"	0.791666666666667	0.285714285714286	35	7	"F"	"11"	"SouthAsian"	"AllF"	11	"AllSouthAsian"	1	3	7.1	35	7	86.6	30	40	"Y"	"Y"	362	35	0	0.282	0.326	0.24	0.135	0	0	0.017	0.142857142857143	0.2	0.0857142857142857	0.285714285714286	-0.60995742541075	-0.507422886937657	0.0817556122448979	1401	-12.6675576634997	-37.3136501701987	"3"
"x117"	117	2014	"The Effect of Antibacterial Foods on the Growth of Bacterial Strains"	"the effect of anti bacterial foods on the growth of bacterial strains nutrition, food,organism,microbiology, bacteria,infectious biochem microbiology biology"	1	1755	1	NA	"a"	"nutrition, food,organism,microbiology, bacteria,infectious"	"biochem"	"microbiology"	6	"biology"	0	0	1	NA	NA	NA	NA	"Biology"	"Westfield High School"	166	"Western Massachusetts Region I Science Fair"	"x01085"	"F"	"11th"	"HM"	0.125	"Caucasian"	"White"	2.20833333333333	0.816901408450704	142	18	"F_F"	"11_12"	"Caucasian_Caucasian"	"AllF"	11.5	"AllWhite"	2	8	16.3583333333334	142	8	43.6	228	241	"N"	"Y"	1228	100	14822	0.779	0.024	0.135	0.037	0.002	0	0.02	0.816901408450704	0.00704225352112676	0.0211267605633803	0.0422535211267606	-0.333126068230082	-0.180358685742829	0.0147187960722079	1626	-16.6115679708775	-37.5988842260967	"3"
"x1170"	1170	2017	"Toxicity of Titanium Dioxide and Zinc Oxide Nanoparticles"	"toxicity of titanium dioxide and zinc oxide nano particles ,pollute, toxin,chemical,chemical,chemical,metal,chemical,metal chemistry safety environment"	1	577	2	NA	"a"	",pollute, toxin,chemical,chemical,chemical,metal,chemical,metal"	"chemistry"	"safety"	4	"environment"	0	0	0	NA	NA	NA	NA	"Environmental_Sciences"	"Bishop Feehan High School"	17	"Rensselaer - BCC Region III Science Fair"	"x02703"	"F"	"9th"	"Third"	0.333333333333333	"Other"	NA	0.666666666666667	NA	73	10	"F"	"9"	"Other"	"AllF"	9	"X"	1	3	11.8333333333334	73	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.657534246575342	0.0136986301369863	0.0684931506849315	0.123287671232877	NA	-0.337078468314062	NA	566	54.2852109480083	-74.2303917707236	"2"
"x1171"	1171	2017	"Varying Lipid Production Efficiencies among Microalgae"	"varying lipid production efficiencies among micro algae chemical,energy,organism,plant, microbiology microbiology energy environment"	1	1204	2	NA	"a"	"chemical,energy,organism,plant, microbiology"	"microbiology"	"energy"	7	"environment"	0	0	0	NA	NA	NA	NA	"Biochemistry"	"Bishop Feehan High School"	17	"Rensselaer - BCC Region III Science Fair"	"x02703"	"F"	"11th"	"Third"	0.333333333333333	"Caucasian"	"White"	0.666666666666667	0.657534246575342	73	10	"F"	"11"	"Caucasian"	"AllF"	11	"AllWhite"	1	3	11.8333333333334	73	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.657534246575342	0.0136986301369863	0.0684931506849315	0.123287671232877	NA	-0.337078468314062	NA	1139	40.8469969527284	-56.9809019536944	"4"
"x1172"	1172	2017	"Analysis of the Ebola Glycoprotein from the 2014 Outbreak"	"analysis of the ebola glycoprotein from the 2014 outbreak disease,infectious, virus, medical,medical,disease, protein biochem medical biology"	1	235	1	NA	"a"	"disease,infectious, virus, medical,medical,disease, protein"	"biochem"	"medical"	8	"biology"	0	0	1	NA	NA	NA	NA	"Biology"	"Boston Latin School"	22	"Boston Public Schools Region VI Science Fair"	"x02115"	"F"	"11th"	"HM"	0.125	"Other"	NA	0.458333333333333	NA	53	2	"F"	"11"	"Other"	"AllF"	11	"X"	1	8	11.475	53	8	93.2	1	1	"N"	"Y"	2440	121	19609	0.468	0.075	0.125	0.286	0.001	0.002	0.043	0.169811320754717	0	0.0377358490566038	0.547169811320755	-0.574219705324769	-0.327759439031697	0.170366190815237	1721	-27.1539448945639	14.2030586470715	"8"
"x1173"	1173	2017	"Antioxidants and Mitochondrial Function in C. elegans mev-1 mutants"	"antioxidants and mitochondrial function in c.elegans mev1 mutants chemical,nutrition, ,gene,genetic, gene,organ,cellbio,organism,microbiology, worm chemistry nutrition biology"	1	261	1	NA	"a"	"chemical,nutrition, ,gene,genetic, gene,organ,cellbio,organism,microbiology, worm"	"chemistry"	"nutrition"	3	"biology"	0	0	0	NA	NA	NA	NA	"Biology"	"St. Mark's School"	140	"Worcester Region II Science and Engineering Fair"	"x01772"	"F"	"12th"	"HM"	0.125	"Caucasian"	"White"	1.75	0.517857142857143	56	9	"F"	"12"	"Caucasian"	"AllF"	12	"AllWhite"	1	8	18.8083333333333	56	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.517857142857143	0.0357142857142857	0.0357142857142857	0.232142857142857	NA	-0.398602209653048	NA	2291	-154.090581770173	-123.912297279953	"10"
"x1174"	1174	2017	"Bacterial Symbionts of Bathymodiolus Mussels Found in New Cold Seeps"	"bacterial symbionts of bathymodiolus mussels found in new cold seeps marine,organism,marine,organism,marine,organism,microbiology, bacteria, mollusc ecology environment"	1	315	1	NA	"a"	"marine,organism,marine,organism,marine,organism,microbiology, bacteria, mollusc"	"ecology"	NA	4	"environment"	0	0	0	NA	NA	NA	NA	"Biology"	"Falmouth Academy"	53	"South Shore Region V Science Fair"	"x02540"	"F"	"11th"	"HM"	0.125	"Caucasian"	"White"	3.75	0.690721649484536	97	12	"F"	"11"	"Caucasian"	"AllF"	11	"AllWhite"	1	8	27.6333333333333	97	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.690721649484536	0	0	0.134020618556701	NA	-0.227973849282014	NA	1468	42.7192888848387	-51.8373425843603	"3"
"x1175"	1175	2017	"Bioplastic: An Alternative for Environmentally Destructive Polymers"	"bio plastic an alternative for environmentally destructive polymers ,pollute,chemical,degrade biochem environment environment"	1	350	1	NA	"m"	",pollute,chemical,degrade"	"biochem"	"environment"	5	"environment"	0	0	0	NA	NA	NA	NA	"Environmental_Sciences"	"Marlborough High School"	83	"Worcester Region II Science and Engineering Fair"	"x01752"	"F"	"12th"	"HM"	0.125	"Caucasian"	"White"	0.25	1	28	5	"F_F"	"12_12"	"Caucasian_Caucasian"	"AllF"	12	"AllWhite"	2	8	3.33333333333333	28	6	34	262	265	"N"	"N"	1075	100	18092	0.414	0.036	0.508	0.018	0.001	0	0.023	1	0	0	0	-0.43204155758783	0	0.60308	1658	59.5909760729497	-64.341294282125	"3"
"x1177"	1177	2017	"C \"No\" 2: A Novel Method to Reduce CO2 Emissions from Motor Vehicles"	"c no 2 a novel method to reduce carbon dioxide emissions from motor vehicles chemical,chemical,method,pollute,transportation chemistry environment environment"	1	12	1	NA	"m"	"chemical,chemical,method,pollute,transportation"	"chemistry"	"environment"	5	"environment"	0	0	0	NA	NA	NA	NA	"Chemistry"	"Shrewsbury High School"	130	"Worcester Region II Science and Engineering Fair"	"x01545"	"M"	"10th"	"HM"	0.125	"SouthAsian"	"Asian"	1.41666666666667	0.644736842105263	76	7	"M"	"10"	"SouthAsian"	"AllM"	10	"AllSouthAsian"	1	8	17.5833333333333	76	8	81.3	60	81	"N"	"N"	1835	122	13045	0.607	0.025	0.08	0.254	0.003	0	0.029	0.105263157894737	0	0	0.644736842105263	-0.462740095616469	-0.225816407140426	0.411440138504155	392	50.2318654103304	-61.850261865563	"2"
"x1178"	1178	2017	"Cymatics: Chladni's Plate"	"cymatics chladnis plate acoustic, sound Physics Engineering"	1	524	1	NA	"a"	"acoustic, sound"	"Physics"	NA	2	"Engineering"	0	0	0	NA	NA	NA	NA	"Physics_Electronics"	"Westfield High School"	166	"Western Massachusetts Region I Science Fair"	"x01085"	"F"	"9th"	"HM"	0.125	"Caucasian"	"White"	0.708333333333333	0.816901408450704	142	23	"F_F"	"9_12"	"Caucasian_Caucasian"	"AllF"	10.5	"AllWhite"	2	8	16.3583333333334	142	8	43.6	228	241	"N"	"Y"	1228	100	14822	0.779	0.024	0.135	0.037	0.002	0	0.02	0.816901408450704	0.00704225352112676	0.0211267605633803	0.0422535211267606	-0.333126068230082	-0.180358685742829	0.0147187960722079	1191	11.1004071145618	37.5897360133403	"4"
"x1180"	1180	2017	"D.magna as a Bioassay in an Ecotoxicology Study on Pharmaceuticals"	"d.magna as a bio assay in an eco toxicology study on pharmaceuticals ,pollute, toxin,drug, chemical,organism,microbiology, crustacean microbiology environment environment"	1	525	1	NA	"m"	",pollute, toxin,drug, chemical,organism,microbiology, crustacean"	"microbiology"	"environment"	2	"environment"	0	0	0	NA	NA	NA	NA	"Biology"	"Wachusett Regional High School"	157	"Worcester Region II Science and Engineering Fair"	"x01520"	"F"	"10th"	"HM"	0.125	"Caucasian"	"White"	4.79166666666667	0.688311688311688	77	12	"F"	"10"	"Caucasian"	"AllF"	10	"AllWhite"	1	8	28.85	77	8	82.1	54	52	"N"	"N"	2103	143	13024	0.884	0.018	0.048	0.031	0.001	0	0.018	0.688311688311688	0.012987012987013	0.012987012987013	0.0779220779220779	-0.223214595641834	-0.247018255121788	0.0417466360263114	199	71.1134868450054	-120.619528510646	"1"
"x1181"	1181	2017	"Designing a New Antibiotic"	"designing a new antibiotic chemical,drug, infectious biochem medical biology"	1	558	1	NA	"m"	"chemical,drug, infectious"	"biochem"	"medical"	7	"biology"	0	0	1	NA	NA	NA	NA	"Biology"	"North Attleboro High School"	105	"Rensselaer - BCC Region III Science Fair"	"x02760"	"F"	"9th"	"HM"	0.125	"SouthAsian"	"Asian"	0.125	0.696969696969697	33	3	"F"	"9"	"SouthAsian"	"AllF"	9	"AllSouthAsian"	1	8	7.88333333333333	33	8	80	70	103	"N"	"N"	1108	79	14269	0.814	0.033	0.048	0.069	0.003	0.001	0.03	0.0909090909090909	0	0	0.696969696969697	-0.321315606343572	-0.20394722558368	0.92059940312213	1736	-15.0107482983241	-17.1167705373004	"8"
"x1182"	1182	2017	"Designing Guide RNAs for CRISPR Genome Editing"	"designing guide rnas for crispr genome editing ,genetic, gene,tool,genetic genetics medical biology"	1	563	1	NA	"m"	",genetic, gene,tool,genetic"	"genetics"	"medical"	5	"biology"	0	0	0	NA	NA	NA	NA	"Biology"	"Lexington High School"	74	"Northeastern Massachusetts Region IV Science Fair"	"x02421"	"F"	"10th"	"HM"	0.125	"Asian"	"Asian"	5.16666666666667	0.590643274853801	171	21	"F"	"10"	"Asian"	"AllF"	10	"AllAsian"	1	8	49.0583333333333	171	8	91.9	2	13	"N"	"N"	2263	177	16565	0.492	0.037	0.037	0.38	0.001	0	0.053	0.233918128654971	0.00584795321637427	0	0.590643274853801	-0.487801854054271	-0.295711048365617	0.113316291576895	2255	-228.565395163296	-17.0727722755978	"10"
"x1183"	1183	2017	"Dynamic Dimples: The Future of Flight"	"dynamic dimples the future of flight aerodynamics mechanical transportation Engineering"	1	675	2	NA	"m"	"aerodynamics"	"mechanical"	"transportation"	2	"Engineering"	0	0	0	NA	NA	NA	NA	"Physics_Electronics"	"Shrewsbury High School"	130	"Worcester Region II Science and Engineering Fair"	"x01545"	"M"	"9th"	"HM"	0.125	"Asian"	"Asian"	1.41666666666667	0.644736842105263	76	7	"M"	"9"	"Asian"	"AllM"	9	"AllAsian"	1	8	17.5833333333333	76	8	81.3	60	81	"N"	"N"	1835	122	13045	0.607	0.025	0.08	0.254	0.003	0	0.029	0.105263157894737	0	0	0.644736842105263	-0.462740095616469	-0.225816407140426	0.411440138504155	990	10.7286084293323	37.9829911263897	"4"
"x1184"	1184	2017	"Effects of Different Sunscreens"	"effects of different sunscreens chemical, drug, light, skin, disease, solar chemistry safety biology"	1	765	1	NA	"a"	"chemical, drug, light, skin, disease, solar"	"chemistry"	"safety"	4	"biology"	0	0	0	NA	NA	NA	NA	"Biochemistry"	"Westfield High School"	166	"Western Massachusetts Region I Science Fair"	"x01085"	"F"	"9th"	"HM"	0.125	"Caucasian"	"White"	0.708333333333333	0.816901408450704	142	23	"F"	"9"	"Caucasian"	"AllF"	9	"AllWhite"	1	8	16.3583333333334	142	8	43.6	228	241	"N"	"Y"	1228	100	14822	0.779	0.024	0.135	0.037	0.002	0	0.02	0.816901408450704	0.00704225352112676	0.0211267605633803	0.0422535211267606	-0.333126068230082	-0.180358685742829	0.0147187960722079	506	2.61907294848609	-39.7156986709993	"2"
"x1185"	1185	2017	"Effects of ISL and [6]-Gingerol on Invasive Bladder Cancer Cells"	"effects of isl and [6]gingerol on invasive bladder cancer cells cellbio,chemical,chemical, plant,disease, medical,organ biochem medical biology"	1	772	1	NA	"a"	"cellbio,chemical,chemical, plant,disease, medical,organ"	"biochem"	"medical"	8	"biology"	1	0	0	NA	NA	NA	NA	"Biology"	"Lexington High School"	74	"Northeastern Massachusetts Region IV Science Fair"	"x02421"	"F"	"11th"	"HM"	0.125	"SouthAsian"	"Asian"	5.16666666666667	0.590643274853801	171	21	"F"	"11"	"SouthAsian"	"AllF"	11	"AllSouthAsian"	1	8	49.0583333333333	171	8	91.9	2	13	"N"	"N"	2263	177	16565	0.492	0.037	0.037	0.38	0.001	0	0.053	0.233918128654971	0.00584795321637427	0	0.590643274853801	-0.487801854054271	-0.295711048365617	0.113316291576895	1803	-31.4608950305923	-14.592542040117	"8"
"x1186"	1186	2017	"Enhancing Biodegradability in Polymers Using Silane Chemistry"	"enhancing bio degradability in polymers using silane chemistry chemical,chemical,chemical,degrade, pollute chemistry environment Chemistry"	1	842	1	NA	"m"	"chemical,chemical,chemical,degrade, pollute"	"chemistry"	"environment"	4	"Chemistry"	0	0	0	NA	NA	NA	NA	"Chemistry"	"Massachusetts Academy of Math & Science"	87	"Worcester Region II Science and Engineering Fair"	"x01605"	"M"	"11th"	"HM"	0.125	"Asian"	"Asian"	3.375	0.414634146341463	123	12	"M"	"11"	"Asian"	"AllM"	11	"AllAsian"	1	8	57.5833333333333	123	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.268292682926829	0	0.00813008130081301	0.414634146341463	NA	-0.328820288417754	NA	1657	52.9474135625987	-67.252710527272	"3"
"x1187"	1187	2017	"Fan Imitation by Acoustic Pressure"	"fan imitation by acoustic pressure sound, wind acoustics Engineering"	1	889	1	NA	"d"	"sound, wind"	"acoustics"	NA	3	"Engineering"	0	0	0	NA	NA	NA	NA	"Engineering"	"Foxborough Regional Charter School"	56	"Rensselaer - BCC Region III Science Fair"	"x02035"	"M"	"9th"	"HM"	0.125	"African"	"Black"	0.25	0.133333333333333	30	7	"M"	"9"	"African"	"AllM"	9	"AllBlack"	1	8	2.08333333333333	30	8	65.7	138	142	"Y"	"Y"	1630	130	0	0.328	0.467	0.048	0.098	0.003	0.002	0.053	0.4	0.133333333333333	0.0333333333333333	0.3	-0.555962616381974	-0.481951837329132	0.157536555555556	1182	13.2843117217854	42.7420473829535	"4"
"x1188"	1188	2017	"Finding a Noninvasive Device to Help Reduce Hand Tremors"	"finding a non invasive device to help reduce hand tremors device,organ, neuroscience Physics medical Engineering"	1	123	1	NA	"d"	"device,organ, neuroscience"	"Physics"	"medical"	4	"Engineering"	0	0	0	NA	NA	NA	NA	"Physics_Electronics"	"Berkshire Arts & Technology Charter Public School"	13	"Western Massachusetts Region I Science Fair"	"x01220"	"F"	"10th"	"HM"	0.125	"Asian"	"Asian"	0.125	0.195121951219512	41	8	"F"	"10"	"Asian"	"AllF"	10	"AllAsian"	1	8	3.23333333333333	41	7	49.2	209	15	"Y"	"Y"	378	36	0	0.698	0.119	0.093	0.029	0.003	0	0.058	0.634146341463415	0.121951219512195	0.0487804878048781	0.195121951219512	-0.438810183057927	-0.439346369983519	0.0336378673408685	868	4.53988987294898	43.4412017194277	"4"
"x1189"	1189	2017	"Firearm Safety: An Automated Trigger Lock"	"firearm safety an automated trigger lock safety, crime, gun, weapon social safety Engineering"	1	907	1	NA	"d"	"safety, crime, gun, weapon"	"social"	"safety"	4	"Engineering"	0	0	0	NA	NA	NA	NA	"Engineering"	"Massachusetts Academy of Math & Science"	87	"Worcester Region II Science and Engineering Fair"	"x01503"	"M"	"11th"	"HM"	0.125	"Caucasian"	"White"	3.375	0.268292682926829	123	12	"M"	"11"	"Caucasian"	"AllM"	11	"AllWhite"	1	8	57.5833333333333	123	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.268292682926829	0	0.00813008130081301	0.414634146341463	NA	-0.328820288417754	NA	730	10.0420118190906	34.6833214783368	"4"
"x119"	119	2014	"Identifying Hidden Peanut Proteins"	"identifying hidden peanut proteins plant, food, nutrition,protein, chemical agriculture biochemistry biology"	1	1087	1	NA	"a"	"plant, food, nutrition,protein, chemical"	"agriculture"	"biochemistry"	4	"biology"	0	0	0	NA	NA	NA	NA	"Biochemistry"	"Newton Country Day Sch/Sacred Heart"	102	"South Shore Region V Science Fair"	"x02458"	"F"	"9th"	"HM"	0.125	"Caucasian"	"White"	0.125	0.5	34	3	"F"	"9"	"Caucasian"	"AllF"	9	"AllWhite"	1	8	5.46666666666667	34	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0	0.0882352941176471	0	NA	-0.243546556272219	NA	334	0.469957106833598	-18.0212256279391	"2"
"x1190"	1190	2017	"Fireflies and Network Synchronization in the Presence of Distractors"	"fireflies and network synchronization in the presence of distractors behaviour,organism,insect ecology biology"	1	908	1	NA	"a"	"behaviour,organism,insect"	"ecology"	NA	3	"biology"	0	0	0	NA	NA	NA	NA	"Engineering"	"Lexington High School"	74	"Northeastern Massachusetts Region IV Science Fair"	"x02421"	"M"	"10th"	"HM"	0.125	"Caucasian"	"White"	5.16666666666667	0.233918128654971	171	21	"M_M"	"10_11"	"Caucasian_Caucasian"	"AllM"	10.5	"AllWhite"	2	8	49.0583333333333	171	8	91.9	2	13	"N"	"N"	2263	177	16565	0.492	0.037	0.037	0.38	0.001	0	0.053	0.233918128654971	0.00584795321637427	0	0.590643274853801	-0.487801854054271	-0.295711048365617	0.113316291576895	63	10.6369203367478	-9.67387292862883	"1"
"x1192"	1192	2017	"Improving The Newton Square Roundabout"	"improving the newton square roundabout location, transportation, architecture civil Engineering"	1	1115	1	NA	"a"	"location, transportation, architecture"	"civil"	NA	2	"Engineering"	0	0	0	NA	NA	NA	NA	"Engineering"	"Massachusetts Academy of Math & Science"	87	"Worcester Region II Science and Engineering Fair"	"x01605"	"M"	"11th"	"HM"	0.125	"Caucasian"	"White"	3.375	0.268292682926829	123	12	"M"	"11"	"Caucasian"	"AllM"	11	"AllWhite"	1	8	57.5833333333333	123	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.268292682926829	0	0.00813008130081301	0.414634146341463	NA	-0.328820288417754	NA	1005	9.74529055291572	32.613357720885	"4"
"x1193"	1193	2017	"Maximum Size of a Family of Pairwise Graph-Different Permutations"	"maximum size of a family of pairwise graph different permutations math math Math"	1	1243	1	NA	"a"	"math"	"math"	NA	3	"Math"	0	0	0	NA	NA	NA	NA	"Mathematics"	"Lexington High School"	74	"Northeastern Massachusetts Region IV Science Fair"	"x02421"	"M"	"11th"	"HM"	0.125	"Other"	NA	5.16666666666667	NA	171	21	"M_M"	"10_11"	"Asian_Other"	"AllM"	10.5	"2"	2	8	49.0583333333333	171	8	91.9	2	13	"N"	"N"	2263	177	16565	0.492	0.037	0.037	0.38	0.001	0	0.053	0.233918128654971	0.00584795321637427	0	0.590643274853801	-0.487801854054271	-0.295711048365617	0.113316291576895	596	7.9736035235094	27.3790260920628	"4"
"x1195"	1195	2017	"Medication Manager: Administration of Medication"	"medication manager administration of medication app compsci medical ComputerSci"	1	1250	1	NA	"d"	"app"	"compsci"	"medical"	5	"ComputerSci"	0	0	0	NA	NA	NA	NA	"Engineering"	"St. Mark's School"	140	"Worcester Region II Science and Engineering Fair"	"x01772"	"M"	"12th"	"HM"	0.125	"Asian"	"Asian"	1.75	0.232142857142857	56	9	"M"	"12"	"Asian"	"AllM"	12	"AllAsian"	1	8	18.8083333333333	56	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.517857142857143	0.0357142857142857	0.0357142857142857	0.232142857142857	NA	-0.398602209653048	NA	2110	-4.4566956309705	58.8437988209364	"5"
"x1196"	1196	2017	"Microplastics in the Coastal Ocean Over Time"	"micro plastics in the coastal ocean over time ,marine,pollute,location, marine chemistry environment environment"	1	1267	1	NA	"a"	",marine,pollute,location, marine"	"chemistry"	"environment"	5	"environment"	0	0	0	NA	NA	NA	NA	"Environmental_Sciences"	"Falmouth Academy"	53	"South Shore Region V Science Fair"	"x02540"	"F"	"10th"	"HM"	0.125	"SouthAsian"	"Asian"	3.75	0.134020618556701	97	12	"F"	"10"	"SouthAsian"	"AllF"	10	"AllSouthAsian"	1	8	27.6333333333333	97	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.690721649484536	0	0	0.134020618556701	NA	-0.227973849282014	NA	228	38.0149669187014	-25.8756854924517	"1"
